FIN.TRANSACTION DATE,MCH.MERCHANT NAME,FIN.TRANSACTION AMOUNT
20/10/2017,POSSESSIONCLAIM.GO,325.00
20/10/2017,POSSESSIONCLAIM.GO,325.00
20/10/2017,POSSESSIONCLAIM.GO,325.00
20/10/2017,PAYPAL  MNP EVENTS,240.00
20/10/2017,SURVEYMONKEY,25.00
20/10/2017,AMAZON SVCS EU-UK AMAZ,22.49
20/10/2017,AMAZON SVCS EU-UK AMAZ,54.00
20/10/2017,AMAZON UK MARKETPLACE,7.98
20/10/2017,EYRE & ELLISTON LTD,55.08
20/10/2017,AMAZON SVCS EU-UK AMAZ,8.99
20/10/2017,EMMAUS,65.00
20/11/2017,WWW.CIPS.ORG,126.48
20/11/2017,WWW.CIPS.ORG,187.68
20/11/2017,WH SMITH,5.04
20/11/2017,THE INST OF ENVIR SCIE,35.00
20/11/2017,TRAINLINE,79.66
20/11/2017,CARPETS4LESS,927.20
20/11/2017,TRAINLINE,141.73
20/11/2017,MARKS&SPENCER PLC,32.10
20/11/2017,AWL PEARSON EDUCATION,53.87
20/11/2017,SURVEYMONKEY,25.00
20/11/2017,WWW.THEGIFTCARDCENTRE.,251.95
20/11/2017,WICKES,12.48
20/11/2017,CURRYS OXFORD CITY 282,19.99
